iter	Passed	Remaining
1672	16722	28256
1673	16732	28247
1674	16742	28237
1675	16751	28226
1676	16761	28216
1677	16772	28207
1678	16781	28195
1679	16791	28184
1680	16800	28173
1681	16810	28163
1682	16820	28153
1683	16830	28143
1684	16839	28131
1685	16849	28122
1686	16858	28111
1687	16868	28100
1688	16877	28089
1689	16887	28079
1690	16897	28069
1691	16907	28059
1692	16917	28049
1693	16927	28039
1694	16937	28029
1695	16948	28020
1696	16959	28012
1697	16970	28003
1698	16980	27993
1699	16990	27983
1700	17000	27974
1701	17010	27964
1702	17020	27955
1703	17030	27944
1704	17040	27934
1705	17049	27923
1706	17060	27914
1707	17070	27905
1708	17080	27894
1709	17091	27885
1710	17101	27876
1711	17111	27866
1712	17121	27856
1713	17131	27845
1714	17140	27834
1715	17150	27824
1716	17160	27814
1717	17170	27805
1718	17180	27795
1719	17191	27786
1720	17201	27776
1721	17211	27766
1722	17222	27757
1723	17232	27747
1724	17241	27736
1725	17251	27726
1726	17262	27717
1727	17271	27706
1728	17282	27697
1729	17291	27686
1730	17300	27675
1731	17310	27664
1732	17319	27653
1733	17329	27642
1734	17339	27633
1735	17350	27624
1736	17360	27615
1737	17371	27605
1738	17381	27596
1739	17391	27586
1740	17401	27576
1741	17411	27566
1742	17421	27555
1743	17431	27545
1744	17440	27535
1745	17450	27524
1746	17460	27514
1747	17470	27504
1748	17480	27495
1749	17490	27485
1750	17500	27474
1751	17510	27465
1752	17521	27456
1753	17531	27446
1754	17541	27436
1755	17551	27426
1756	17561	27416
1757	17572	27407
1758	17583	27399
1759	17593	27389
1760	17604	27381
1761	17614	27371
1762	17626	27364
1763	17637	27356
1764	17649	27349
1765	17660	27341
1766	17670	27330
1767	17681	27322
1768	17691	27312
1769	17701	27302
1770	17710	27290
1771	17720	27281
1772	17730	27271
1773	17741	27261
1774	17751	27252
1775	17760	27241
1776	17771	27231
1777	17780	27220
1778	17790	27211
1779	17800	27200
1780	17809	27189
1781	17820	27180
1782	17829	27169
1783	17840	27160
1784	17850	27150
1785	17860	27141
1786	17871	27132
1787	17881	27121
1788	17890	27111
1789	17901	27101
1790	17911	27091
1791	17921	27081
1792	17930	27070
1793	17940	27060
1794	17950	27050
1795	17960	27040
1796	17969	27029
1797	17979	27018
1798	17989	27009
1799	17999	26998
1800	18008	26987
1801	18018	26978
1802	18029	26968
1803	18039	26959
1804	18048	26947
1805	18057	26936
1806	18067	26926
1807	18077	26916
1808	18087	26905
1809	18097	26896
1810	18108	26887
1811	18118	26877
1812	18128	26868
1813	18138	26857
1814	18148	26847
1815	18158	26838
1816	18169	26828
1817	18177	26817
1818	18189	26808
1819	18199	26799
1820	18210	26790
1821	18219	26779
1822	18229	26769
1823	18240	26760
1824	18250	26750
1825	18259	26739
1826	18269	26728
1827	18278	26718
1828	18289	26709
1829	18299	26699
1830	18309	26689
1831	18319	26679
1832	18330	26671
1833	18341	26661
1834	18351	26652
1835	18361	26641
1836	18371	26632
1837	18381	26621
1838	18390	26610
1839	18400	26600
1840	18410	26590
1841	18420	26580
1842	18429	26569
1843	18439	26558
1844	18449	26548
1845	18459	26538
1846	18468	26527
1847	18478	26518
1848	18489	26508
1849	18499	26498
1850	18509	26488
1851	18518	26478
1852	18528	26467
1853	18538	26457
1854	18548	26448
1855	18559	26439
1856	18580	26445
1857	18591	26436
1858	18602	26427
1859	18612	26417
1860	18623	26408
1861	18632	26398
1862	18643	26389
1863	18654	26379
1864	18664	26370
1865	18673	26359
1866	18684	26350
1867	18695	26341
1868	18705	26332
1869	18715	26321
1870	18725	26311
1871	18735	26301
1872	18745	26291
1873	18754	26280
1874	18764	26270
1875	18773	26259
1876	18784	26249
1877	18794	26239
1878	18803	26228
1879	18813	26218
1880	18823	26208
1881	18833	26198
1882	18843	26188
1883	18853	26178
1884	18864	26169
1885	18873	26158
1886	18884	26150
1887	18895	26140
1888	18905	26130
1889	18915	26121
1890	18925	26110
1891	18935	26101
1892	18945	26091
1893	18956	26082
1894	18966	26073
1895	18977	26063
1896	18986	26053
1897	18996	26042
1898	19006	26032
1899	19015	26021
1900	19024	26010
1901	19034	25999
1902	19044	25990
1903	19054	25979
1904	19064	25969
1905	19073	25958
1906	19083	25947
1907	19093	25937
1908	19103	25928
1909	19113	25918
1910	19124	25909
1911	19134	25899
1912	19143	25888
1913	19154	25879
1914	19164	25869
1915	19174	25860
1916	19184	25848
1917	19194	25839
1918	19204	25828
1919	19214	25818
1920	19223	25808
1921	19234	25799
1922	19244	25788
1923	19254	25779
1924	19263	25768
1925	19274	25758
1926	19284	25749
1927	19294	25739
1928	19304	25729
1929	19313	25718
1930	19324	25708
1931	19334	25699
1932	19345	25690
1933	19354	25679
1934	19364	25669
1935	19375	25660
1936	19385	25650
1937	19396	25642
1938	19407	25632
1939	19418	25623
1940	19427	25613
1941	19437	25603
1942	19447	25593
1943	19457	25583
1944	19468	25573
1945	19477	25563
1946	19486	25551
1947	19496	25541
1948	19506	25531
1949	19516	25521
1950	19526	25511
1951	19536	25501
1952	19546	25492
1953	19557	25483
1954	19568	25473
1955	19577	25462
1956	19588	25453
1957	19598	25443
1958	19608	25434
1959	19618	25423
1960	19627	25413
1961	19637	25403
1962	19648	25393
1963	19657	25383
1964	19666	25371
1965	19676	25361
1966	19686	25350
1967	19695	25340
1968	19705	25329
1969	19716	25320
1970	19726	25311
1971	19736	25301
1972	19746	25290
1973	19756	25280
1974	19766	25271
1975	19776	25261
1976	19786	25251
1977	19796	25241
1978	19807	25232
1979	19817	25222
1980	19827	25212
1981	19836	25201
1982	19846	25191
1983	19856	25181
1984	19866	25171
1985	19875	25159
1986	19885	25149
1987	19895	25139
1988	19905	25129
1989	19915	25119
1990	19925	25109
1991	19935	25099
1992	19945	25089
1993	19955	25079
1994	19965	25069
1995	19976	25060
1996	19986	25050
1997	19996	25040
1998	20006	25030
1999	20015	25019
2000	20025	25009
2001	20035	24998
2002	20044	24988
2003	20054	24977
2004	20063	24966
2005	20072	24955
2006	20082	24945
2007	20092	24935
2008	20102	24925
2009	20112	24915
2010	20122	24904
2011	20132	24895
2012	20142	24885
2013	20152	24875
2014	20163	24866
2015	20173	24856
2016	20182	24845
2017	20192	24835
2018	20202	24825
2019	20212	24815
2020	20222	24805
2021	20233	24796
2022	20242	24785
2023	20253	24775
2024	20263	24765
2025	20273	24756
2026	20283	24746
2027	20293	24736
2028	20303	24726
2029	20313	24715
2030	20322	24705
2031	20332	24695
2032	20341	24684
2033	20352	24674
2034	20362	24664
2035	20371	24654
2036	20381	24644
2037	20392	24634
2038	20402	24624
2039	20412	24614
2040	20422	24605
2041	20432	24595
2042	20443	24585
2043	20453	24575
2044	20463	24566
2045	20473	24556
2046	20484	24547
2047	20494	24537
2048	20504	24527
2049	20514	24517
2050	20524	24507
2051	20535	24498
2052	20545	24488
2053	20556	24479
2054	20566	24469
2055	20576	24459
2056	20586	24449
2057	20596	24439
2058	20606	24429
2059	20616	24419
2060	20626	24409
2061	20636	24399
2062	20646	24389
2063	20656	24378
2064	20665	24368
2065	20675	24358
2066	20685	24348
2067	20696	24339
2068	20706	24329
2069	20716	24319
2070	20726	24309
2071	20735	24298
2072	20745	24288
2073	20755	24278
2074	20764	24267
2075	20775	24257
2076	20785	24247
2077	20794	24236
2078	20804	24226
2079	20814	24217
2080	20824	24207
2081	20834	24197
2082	20844	24186
2083	20853	24175
2084	20862	24164
2085	20871	24153
2086	20881	24143
2087	20891	24133
2088	20901	24123
2089	20911	24113
2090	20921	24103
2091	20931	24092
2092	20941	24083
2093	20951	24073
2094	20960	24062
2095	20970	24052
2096	20981	24042
2097	20991	24033
2098	21000	24022
2099	21010	24012
2100	21020	24002
2101	21030	23992
2102	21040	23982
2103	21050	23972
2104	21061	23962
2105	21071	23952
2106	21080	23942
2107	21091	23932
2108	21101	23922
2109	21112	23913
2110	21121	23903
2111	21131	23892
2112	21140	23881
2113	21150	23871
2114	21159	23860
2115	21169	23850
2116	21179	23840
2117	21189	23830
2118	21199	23820
2119	21208	23809
2120	21218	23800
2121	21228	23789
2122	21238	23779
2123	21248	23769
2124	21257	23758
2125	21266	23747
2126	21276	23736
2127	21285	23726
2128	21295	23716
2129	21305	23706
2130	21314	23695
2131	21325	23686
2132	21336	23677
2133	21346	23666
2134	21356	23657
2135	21366	23646
2136	21376	23636
2137	21386	23626
2138	21395	23616
2139	21406	23606
2140	21416	23597
2141	21426	23587
2142	21437	23578
2143	21448	23568
2144	21458	23559
2145	21468	23549
2146	21478	23539
2147	21489	23530
2148	21500	23521
2149	21509	23510
2150	21520	23501
2151	21530	23491
2152	21540	23481
2153	21550	23470
2154	21560	23460
2155	21570	23451
2156	21580	23440
2157	21590	23430
2158	21600	23421
2159	21610	23411
2160	21621	23401
2161	21631	23392
2162	21641	23382
2163	21651	23372
2164	21661	23362
2165	21670	23351
2166	21680	23341
2167	21691	23331
2168	21701	23322
2169	21711	23312
2170	21721	23302
2171	21731	23292
2172	21741	23282
2173	21752	23272
2174	21762	23263
2175	21772	23253
2176	21781	23242
2177	21791	23232
2178	21801	23222
2179	21811	23212
2180	21821	23202
2181	21831	23192
2182	21842	23182
2183	21851	23172
2184	21861	23162
2185	21871	23152
2186	21881	23142
2187	21892	23132
2188	21901	23122
2189	21912	23113
2190	21921	23102
2191	21931	23092
2192	21941	23081
2193	21951	23071
2194	21961	23062
2195	21972	23052
2196	21982	23043
2197	21993	23033
2198	22004	23025
2199	22027	23028
2200	22039	23020
2201	22049	23011
2202	22060	23001
2203	22071	22992
2204	22082	22983
2205	22093	22974
2206	22103	22964
2207	22113	22954
2208	22122	22943
2209	22132	22933
2210	22142	22923
2211	22152	22913
2212	22162	22903
2213	22171	22892
2214	22182	22883
2215	22192	22873
2216	22201	22862
2217	22211	22852
2218	22222	22843
2219	22232	22833
2220	22241	22822
2221	22251	22812
2222	22261	22802
2223	22271	22791
2224	22281	22781
2225	22291	22771
2226	22301	22762
2227	22311	22751
2228	22320	22741
2229	22330	22731
2230	22341	22722
2231	22351	22711
2232	22361	22701
2233	22371	22691
2234	22380	22681
2235	22390	22671
2236	22400	22660
2237	22410	22650
2238	22420	22640
2239	22429	22629
2240	22439	22619
2241	22448	22609
2242	22458	22598
2243	22468	22588
2244	22478	22578
2245	22488	22569
2246	22499	22559
2247	22509	22549
2248	22519	22539
2249	22529	22529
2250	22538	22518
2251	22549	22509
2252	22559	22498
2253	22569	22488
2254	22579	22479
2255	22589	22469
2256	22599	22459
2257	22609	22449
2258	22618	22438
2259	22629	22428
2260	22639	22419
2261	22649	22409
2262	22659	22399
2263	22669	22389
2264	22679	22379
2265	22689	22368
2266	22698	22358
2267	22708	22347
2268	22718	22338
2269	22728	22328
2270	22737	22317
2271	22747	22306
2272	22756	22295
2273	22765	22284
2274	22776	22275
2275	22786	22265
2276	22796	22255
2277	22806	22245
2278	22816	22235
2279	22826	22225
2280	22836	22216
2281	22846	22205
2282	22855	22195
2283	22865	22184
2284	22876	22175
2285	22886	22165
2286	22897	22156
2287	22908	22147
2288	22920	22138
2289	22931	22129
2290	22941	22120
2291	22952	22111
2292	22963	22101
2293	22973	22092
2294	22984	22083
2295	22994	22073
2296	23004	22062
2297	23014	22052
2298	23024	22043
2299	23035	22033
2300	23044	22023
2301	23054	22013
2302	23064	22003
2303	23075	21993
2304	23084	21983
2305	23095	21974
2306	23105	21963
2307	23115	21953
2308	23125	21943
2309	23134	21932
2310	23143	21922
2311	23153	21912
2312	23164	21902
2313	23175	21893
2314	23185	21883
2315	23194	21872
2316	23204	21862
2317	23215	21853
2318	23224	21842
2319	23235	21833
2320	23245	21823
2321	23255	21813
2322	23266	21803
2323	23276	21793
2324	23286	21784
2325	23297	21774
2326	23307	21765
2327	23317	21755
2328	23327	21745
2329	23338	21735
2330	23348	21725
2331	23358	21715
2332	23368	21705
2333	23377	21695
2334	23387	21685
2335	23398	21675
2336	23408	21665
2337	23417	21655
2338	23427	21645
2339	23438	21635
2340	23447	21624
2341	23457	21614
2342	23467	21604
2343	23477	21594
2344	23487	21584
2345	23497	21574
2346	23507	21564
2347	23517	21554
2348	23528	21545
2349	23537	21534
2350	23546	21523
2351	23556	21513
2352	23567	21504
2353	23576	21493
2354	23586	21483
2355	23596	21473
2356	23606	21463
2357	23617	21453
2358	23627	21443
2359	23637	21433
2360	23647	21423
2361	23657	21413
2362	23666	21403
2363	23676	21393
2364	23687	21383
2365	23698	21374
2366	23708	21364
2367	23718	21354
2368	23728	21344
2369	23738	21334
2370	23747	21323
2371	23757	21313
2372	23768	21304
2373	23777	21293
2374	23787	21283
2375	23797	21273
2376	23807	21263
2377	23818	21253
2378	23829	21245
2379	23839	21235
2380	23849	21225
2381	23859	21215
2382	23869	21205
2383	23879	21195
2384	23889	21185
2385	23899	21174
2386	23909	21165
2387	23919	21155
2388	23930	21145
2389	23940	21135
2390	23951	21126
2391	23961	21116
2392	23971	21106
2393	23980	21095
2394	23991	21086
2395	24002	21077
2396	24012	21067
2397	24022	21056
2398	24031	21046
2399	24041	21036
2400	24052	21027
2401	24062	21017
2402	24072	21007
2403	24083	20997
2404	24093	20987
2405	24102	20977
2406	24112	20967
2407	24121	20956
2408	24132	20946
2409	24143	20937
2410	24153	20927
2411	24163	20917
2412	24174	20908
2413	24184	20898
2414	24195	20888
2415	24204	20878
2416	24213	20867
2417	24223	20857
2418	24232	20846
2419	24242	20836
2420	24252	20826
2421	24263	20817
2422	24273	20807
2423	24283	20797
2424	24293	20787
2425	24303	20777
2426	24313	20767
2427	24323	20757
2428	24333	20746
2429	24343	20737
2430	24354	20727
2431	24364	20718
2432	24375	20708
2433	24385	20698
2434	24395	20688
2435	24405	20678
2436	24414	20667
2437	24425	20658
2438	24435	20648
2439	24445	20638
2440	24456	20629
2441	24466	20618
2442	24476	20608
2443	24487	20599
2444	24497	20589
2445	24507	20579
2446	24516	20569
2447	24527	20559
2448	24538	20550
2449	24548	20540
2450	24557	20529
2451	24567	20519
2452	24577	20509
2453	24588	20500
2454	24598	20490
2455	24607	20479
2456	24616	20468
2457	24626	20458
2458	24636	20448
2459	24646	20438
2460	24656	20428
2461	24667	20419
2462	24676	20408
2463	24686	20398
2464	24697	20388
2465	24707	20378
2466	24717	20368
2467	24726	20358
2468	24736	20348
2469	24746	20338
2470	24756	20328
2471	24766	20318
2472	24776	20307
2473	24786	20297
2474	24796	20288
2475	24806	20278
2476	24816	20267
2477	24825	20257
2478	24836	20247
2479	24846	20237
2480	24856	20227
2481	24866	20217
2482	24877	20208
2483	24886	20197
2484	24896	20188
2485	24906	20177
2486	24917	20168
2487	24927	20158
2488	24937	20148
2489	24947	20138
2490	24958	20128
2491	24968	20119
2492	24979	20109
2493	24989	20099
2494	24999	20089
2495	25008	20079
2496	25019	20069
2497	25029	20059
2498	25039	20049
2499	25049	20039
2500	25059	20029
2501	25070	20020
2502	25080	20010
2503	25090	20000
2504	25101	19990
2505	25111	19980
2506	25120	19970
2507	25130	19960
2508	25140	19950
2509	25151	19940
2510	25161	19930
2511	25171	19920
2512	25180	19909
2513	25190	19900
2514	25201	19890
2515	25211	19880
2516	25221	19870
2517	25232	19861
2518	25242	19851
2519	25253	19841
2520	25262	19831
2521	25272	19821
2522	25282	19811
2523	25291	19800
2524	25302	19790
2525	25312	19780
2526	25322	19770
2527	25332	19760
2528	25342	19750
2529	25351	19740
2530	25361	19730
2531	25371	19719
2532	25380	19709
2533	25398	19705
2534	25411	19697
2535	25421	19687
2536	25431	19677
2537	25442	19668
2538	25451	19657
2539	25462	19648
2540	25472	19638
2541	25482	19628
2542	25491	19617
2543	25502	19608
2544	25512	19598
2545	25522	19588
2546	25532	19577
2547	25543	19568
2548	25552	19557
2549	25562	19547
2550	25572	19537
2551	25581	19527
2552	25591	19517
2553	25601	19506
2554	25611	19497
2555	25621	19487
2556	25631	19476
2557	25640	19466
2558	25650	19455
2559	25660	19446
2560	25670	19436
2561	25681	19426
2562	25691	19416
2563	25700	19405
2564	25711	19396
2565	25721	19385
2566	25730	19375
2567	25741	19365
2568	25751	19356
2569	25760	19345
2570	25770	19335
2571	25780	19325
2572	25790	19315
2573	25801	19305
2574	25811	19295
2575	25821	19285
2576	25832	19276
2577	25842	19266
2578	25851	19256
2579	25861	19246
2580	25871	19235
2581	25882	19226
2582	25892	19216
2583	25902	19206
2584	25911	19195
2585	25922	19186
2586	25932	19175
2587	25941	19165
2588	25950	19154
2589	25960	19144
2590	25971	19134
2591	25981	19125
2592	25990	19114
2593	26001	19105
2594	26011	19094
2595	26020	19084
2596	26030	19074
2597	26040	19064
2598	26050	19054
2599	26061	19044
2600	26070	19034
2601	26081	19024
2602	26091	19014
2603	26101	19004
2604	26110	18994
2605	26121	18984
2606	26131	18974
2607	26142	18965
2608	26151	18954
2609	26161	18944
2610	26172	18935
2611	26182	18925
2612	26193	18915
2613	26203	18905
2614	26213	18895
2615	26223	18885
2616	26233	18875
2617	26243	18865
2618	26253	18855
2619	26263	18845
2620	26273	18835
2621	26282	18824
2622	26292	18815
2623	26303	18805
2624	26313	18795
2625	26323	18785
2626	26333	18775
2627	26343	18765
2628	26353	18755
2629	26364	18745
2630	26374	18735
2631	26384	18725
2632	26394	18715
2633	26405	18706
2634	26414	18695
2635	26424	18685
2636	26434	18675
2637	26445	18666
2638	26455	18656
2639	26465	18646
2640	26474	18635
2641	26485	18625
2642	26495	18615
2643	26505	18605
2644	26515	18595
2645	26524	18585
2646	26535	18575
2647	26545	18565
2648	26555	18555
2649	26566	18546
2650	26577	18536
2651	26587	18526
2652	26596	18516
2653	26606	18506
2654	26617	18496
2655	26627	18486
2656	26636	18476
2657	26646	18466
2658	26657	18456
2659	26667	18446
2660	26677	18436
2661	26687	18426
2662	26696	18415
2663	26707	18406
2664	26717	18396
2665	26727	18386
2666	26737	18376
2667	26747	18366
2668	26757	18356
2669	26767	18346
2670	26777	18336
2671	26787	18326
2672	26798	18316
2673	26808	18307
2674	26818	18296
2675	26829	18287
2676	26839	18277
2677	26849	18267
2678	26859	18257
2679	26869	18246
2680	26879	18237
2681	26889	18227
2682	26900	18217
2683	26909	18207
2684	26919	18196
2685	26929	18186
2686	26939	18176
2687	26949	18166
2688	26958	18156
2689	26968	18145
2690	26977	18135
2691	26987	18125
2692	26997	18115
2693	27007	18105
2694	27018	18095
2695	27027	18085
2696	27037	18075
2697	27046	18064
2698	27057	18054
2699	27066	18044
2700	27076	18034
2701	27086	18024
2702	27097	18014
2703	27107	18004
2704	27117	17994
2705	27128	17985
2706	27138	17975
2707	27148	17965
2708	27158	17954
2709	27167	17944
2710	27178	17934
2711	27188	17925
2712	27198	17914
2713	27208	17904
2714	27218	17894
2715	27228	17885
2716	27238	17874
2717	27248	17864
2718	27258	17854
2719	27268	17844
2720	27278	17834
2721	27288	17824
2722	27299	17815
2723	27309	17805
2724	27320	17795
2725	27330	17785
2726	27340	17775
2727	27349	17765
2728	27359	17755
2729	27369	17745
2730	27379	17735
2731	27389	17724
2732	27399	17714
2733	27408	17704
2734	27418	17694
2735	27429	17684
2736	27439	17674
2737	27450	17665
2738	27460	17655
2739	27469	17644
2740	27480	17635
2741	27490	17625
2742	27501	17615
2743	27511	17605
2744	27521	17595
2745	27530	17585
2746	27541	17575
2747	27551	17565
2748	27561	17555
2749	27571	17545
2750	27581	17535
2751	27590	17524
2752	27600	17514
2753	27611	17505
2754	27621	17495
2755	27631	17485
2756	27641	17475
2757	27651	17465
2758	27661	17455
2759	27671	17444
2760	27681	17434
2761	27691	17424
2762	27701	17415
2763	27711	17404
2764	27721	17394
2765	27731	17384
2766	27741	17374
2767	27752	17365
2768	27762	17355
2769	27772	17345
2770	27789	17339
2771	27802	17331
2772	27816	17323
2773	27830	17316
2774	27845	17309
2775	27857	17300
2776	27870	17292
2777	27881	17283
2778	27892	17273
2779	27903	17264
2780	27915	17255
2781	27928	17246
2782	27939	17237
2783	27950	17228
2784	27961	17218
2785	27973	17209
2786	27985	17200
2787	27996	17191
2788	28007	17181
2789	28018	17172
2790	28028	17162
2791	28039	17152
2792	28049	17142
2793	28059	17133
2794	28070	17123
2795	28080	17113
2796	28091	17103
2797	28103	17094
2798	28113	17084
2799	28123	17075
2800	28135	17066
2801	28145	17056
2802	28156	17046
2803	28167	17037
2804	28178	17027
2805	28188	17017
2806	28200	17008
2807	28211	16999
2808	28222	16989
2809	28234	16980
2810	28245	16971
2811	28257	16962
2812	28268	16953
2813	28280	16944
2814	28290	16934
2815	28301	16924
2816	28312	16915
2817	28322	16905
2818	28332	16895
2819	28344	16885
2820	28354	16876
2821	28365	16866
2822	28376	16857
2823	28387	16847
2824	28398	16838
2825	28412	16830
2826	28424	16821
2827	28435	16812
2828	28446	16802
2829	28458	16793
2830	28473	16786
2831	28484	16776
2832	28495	16767
2833	28506	16757
2834	28516	16747
2835	28527	16738
2836	28538	16728
2837	28549	16719
2838	28561	16710
2839	28571	16700
2840	28582	16690
2841	28592	16680
2842	28603	16670
2843	28615	16662
2844	28629	16654
2845	28642	16646
2846	28656	16638
2847	28671	16630
2848	28685	16623
2849	28701	16616
2850	28716	16609
2851	28729	16601
2852	28744	16593
2853	28755	16584
2854	28765	16574
2855	28777	16564
2856	28787	16555
2857	28803	16548
2858	28817	16540
2859	28832	16533
2860	28871	16539
2861	28887	16532
2862	28901	16525
2863	28915	16517
2864	28927	16508
2865	28939	16499
2866	28951	16490
2867	28963	16481
2868	28974	16471
2869	28985	16462
2870	28996	16452
2871	29008	16443
2872	29019	16434
2873	29031	16424
2874	29043	16415
2875	29054	16406
2876	29065	16396
2877	29076	16386
2878	29086	16377
2879	29096	16367
2880	29107	16357
2881	29117	16347
2882	29129	16337
2883	29140	16328
2884	29151	16318
2885	29162	16309
2886	29174	16300
2887	29185	16290
2888	29196	16281
2889	29210	16272
2890	29221	16263
2891	29233	16254
2892	29246	16245
2893	29257	16236
2894	29268	16226
2895	29279	16216
2896	29289	16206
2897	29300	16197
2898	29312	16188
2899	29323	16178
2900	29333	16168
2901	29344	16158
2902	29354	16148
2903	29365	16139
2904	29376	16129
2905	29386	16119
2906	29397	16109
2907	29407	16099
2908	29417	16088
2909	29427	16078
2910	29438	16069
2911	29449	16059
2912	29460	16049
2913	29470	16039
2914	29481	16030
2915	29492	16020
2916	29503	16010
2917	29514	16001
2918	29524	15991
2919	29534	15981
2920	29545	15971
2921	29556	15961
2922	29567	15951
2923	29577	15942
2924	29588	15932
2925	29598	15922
2926	29609	15912
2927	29620	15902
2928	29631	15892
2929	29642	15883
2930	29652	15873
2931	29663	15863
2932	29674	15854
2933	29686	15845
2934	29698	15835
2935	29709	15826
2936	29720	15816
2937	29730	15806
2938	29742	15797
2939	29752	15787
2940	29763	15777
2941	29774	15767
2942	29784	15757
2943	29795	15747
2944	29805	15737
2945	29817	15728
2946	29827	15718
2947	29838	15708
2948	29848	15698
2949	29859	15688
2950	29870	15678
2951	29881	15669
2952	29892	15660
2953	29904	15650
2954	29914	15640
2955	29925	15630
2956	29936	15621
2957	29947	15611
2958	29957	15601
2959	29967	15591
2960	29978	15581
2961	29988	15571
2962	29999	15561
2963	30008	15551
2964	30019	15541
2965	30030	15531
2966	30041	15521
2967	30052	15512
2968	30062	15502
2969	30073	15492
2970	30083	15482
2971	30094	15472
2972	30105	15462
2973	30115	15452
2974	30125	15442
2975	30136	15432
2976	30146	15422
2977	30156	15412
2978	30167	15402
2979	30178	15392
2980	30188	15382
2981	30198	15372
2982	30209	15362
2983	30220	15353
2984	30231	15343
2985	30240	15332
2986	30251	15323
2987	30261	15312
2988	30272	15303
2989	30282	15293
2990	30292	15282
2991	30303	15273
2992	30313	15263
2993	30324	15253
2994	30335	15243
2995	30345	15233
2996	30356	15223
2997	30367	15214
2998	30377	15203
2999	30388	15194
3000	30399	15184
3001	30409	15174
3002	30421	15164
3003	30431	15155
3004	30441	15144
3005	30452	15135
3006	30462	15125
3007	30473	15114
3008	30484	15105
3009	30495	15095
3010	30506	15085
3011	30516	15076
3012	30526	15065
3013	30537	15056
3014	30548	15046
3015	30559	15036
3016	30569	15026
3017	30579	15016
3018	30590	15006
3019	30600	14996
3020	30611	14986
3021	30622	14976
3022	30633	14966
3023	30643	14957
3024	30653	14946
3025	30664	14936
3026	30674	14926
3027	30687	14918
3028	30701	14910
3029	30714	14901
3030	30725	14891
3031	30736	14881
3032	30748	14872
3033	30759	14862
3034	30770	14852
3035	30780	14842
3036	30790	14832
3037	30801	14822
3038	30812	14813
3039	30823	14803
3040	30833	14793
3041	30843	14783
3042	30854	14773
3043	30865	14763
3044	30876	14753
3045	30886	14743
3046	30899	14734
3047	30912	14726
3048	30926	14717
3049	30939	14709
3050	30954	14701
3051	30968	14692
3052	30981	14684
3053	30995	14675
3054	31006	14666
3055	31017	14656
3056	31028	14646
3057	31038	14636
3058	31048	14625
3059	31059	14616
3060	31070	14606
3061	31080	14596
3062	31091	14586
3063	31101	14576
3064	31112	14566
3065	31122	14556
3066	31133	14546
3067	31144	14536
3068	31155	14527
3069	31166	14517
3070	31176	14507
3071	31187	14497
3072	31197	14487
3073	31209	14477
3074	31223	14469
3075	31237	14460
3076	31248	14451
3077	31258	14441
3078	31270	14431
3079	31281	14422
3080	31293	14412
3081	31305	14403
3082	31316	14393
3083	31327	14383
3084	31338	14374
3085	31350	14364
3086	31361	14354
3087	31373	14345
3088	31385	14336
3089	31397	14326
3090	31408	14317
3091	31420	14307
3092	31430	14297
3093	31442	14288
3094	31454	14279
3095	31466	14269
3096	31477	14260
3097	31490	14250
3098	31502	14241
3099	31513	14231
3100	31524	14222
3101	31536	14212
3102	31547	14203
3103	31558	14193
3104	31571	14184
3105	31582	14174
3106	31593	14164
3107	31604	14154
3108	31614	14144
3109	31624	14134
3110	31634	14124
3111	31645	14114
3112	31656	14104
3113	31666	14094
3114	31676	14084
3115	31687	14074
3116	31698	14064
3117	31709	14054
3118	31719	14044
3119	31731	14034
3120	31741	14024
3121	31752	14015
3122	31762	14004
3123	31773	13994
3124	31782	13984
3125	31793	13974
3126	31802	13963
3127	31813	13954
3128	31824	13944
3129	31835	13934
3130	31845	13924
3131	31855	13913
3132	31867	13904
3133	31880	13895
3134	31890	13885
3135	31900	13875
3136	31912	13865
3137	31925	13856
3138	31937	13847
3139	31949	13837
3140	31962	13828
3141	31972	13818
3142	31983	13809
3143	31995	13799
3144	32006	13789
3145	32017	13779
3146	32027	13769
3147	32038	13759
3148	32049	13749
3149	32059	13739
3150	32070	13729
3151	32080	13719
3152	32090	13709
3153	32100	13699
3154	32111	13689
3155	32121	13679
3156	32132	13669
3157	32141	13658
3158	32153	13649
3159	32163	13639
3160	32174	13628
3161	32184	13618
3162	32194	13608
3163	32205	13598
3164	32215	13588
3165	32225	13578
3166	32243	13571
3167	32258	13563
3168	32269	13553
3169	32280	13543
3170	32291	13533
3171	32304	13524
3172	32320	13516
3173	32331	13507
3174	32343	13497
3175	32354	13487
3176	32364	13477
3177	32374	13467
3178	32385	13457
3179	32395	13447
3180	32406	13437
3181	32417	13427
3182	32428	13417
3183	32439	13407
3184	32451	13398
3185	32461	13388
3186	32472	13378
3187	32482	13368
3188	32493	13357
3189	32504	13348
3190	32514	13338
3191	32524	13327
3192	32535	13317
3193	32546	13307
3194	32557	13298
3195	32568	13288
3196	32579	13278
3197	32591	13268
3198	32602	13259
3199	32613	13249
3200	32624	13239
3201	32635	13229
3202	32645	13219
3203	32656	13209
3204	32667	13199
3205	32677	13189
3206	32688	13179
3207	32699	13169
3208	32709	13159
3209	32720	13149
3210	32731	13139
3211	32741	13129
3212	32751	13119
3213	32763	13109
3214	32773	13099
3215	32783	13089
3216	32793	13078
3217	32803	13068
3218	32813	13058
3219	32823	13047
3220	32834	13037
3221	32844	13027
3222	32855	13017
3223	32865	13007
3224	32875	12997
3225	32886	12987
