iter	Passed	Remaining
3226	32896	12977
3227	32906	12966
3228	32916	12956
3229	32926	12946
3230	32936	12936
3231	32947	12926
3232	32958	12916
3233	32968	12906
3234	32978	12895
3235	32988	12885
3236	32998	12875
3237	33008	12865
3238	33018	12854
3239	33029	12844
3240	33040	12835
3241	33051	12825
3242	33061	12814
3243	33071	12804
3244	33081	12794
3245	33091	12783
3246	33100	12773
3247	33110	12763
3248	33120	12752
3249	33131	12742
3250	33140	12732
3251	33150	12722
3252	33161	12712
3253	33171	12701
3254	33181	12691
3255	33192	12681
3256	33202	12671
3257	33212	12661
3258	33223	12651
3259	33232	12640
3260	33242	12630
3261	33253	12620
3262	33262	12609
3263	33272	12599
3264	33282	12589
3265	33292	12579
3266	33302	12568
3267	33312	12558
3268	33322	12548
3269	33332	12537
3270	33342	12527
3271	33352	12517
3272	33362	12507
3273	33372	12496
3274	33383	12486
3275	33393	12476
3276	33402	12466
3277	33413	12455
3278	33423	12445
3279	33434	12435
3280	33444	12425
3281	33454	12415
3282	33465	12405
3283	33475	12395
3284	33485	12385
3285	33496	12375
3286	33507	12365
3287	33517	12355
3288	33529	12345
3289	33540	12335
3290	33551	12325
3291	33562	12315
3292	33574	12306
3293	33584	12295
3294	33594	12285
3295	33604	12275
3296	33615	12265
3297	33625	12255
3298	33636	12245
3299	33647	12235
3300	33657	12225
3301	33666	12214
3302	33676	12204
3303	33687	12194
3304	33696	12183
3305	33706	12173
3306	33716	12163
3307	33726	12152
3308	33736	12142
3309	33745	12132
3310	33755	12121
3311	33766	12111
3312	33776	12101
3313	33786	12091
3314	33795	12080
3315	33806	12070
3316	33815	12060
3317	33825	12050
3318	33835	12039
3319	33845	12029
3320	33855	12019
3321	33866	12009
3322	33875	11998
3323	33886	11988
3324	33896	11978
3325	33906	11968
3326	33915	11957
3327	33925	11947
3328	33935	11937
3329	33945	11926
3330	33955	11916
3331	33964	11906
3332	33975	11895
3333	33985	11885
3334	33995	11875
3335	34005	11865
3336	34016	11855
3337	34027	11845
3338	34036	11834
3339	34046	11824
3340	34056	11814
3341	34066	11804
3342	34076	11793
3343	34087	11783
3344	34096	11773
3345	34106	11763
3346	34116	11752
3347	34126	11742
3348	34136	11732
3349	34146	11721
3350	34156	11711
3351	34166	11701
3352	34175	11690
3353	34186	11680
3354	34195	11670
3355	34207	11660
3356	34217	11650
3357	34226	11639
3358	34237	11629
3359	34246	11619
3360	34256	11609
3361	34266	11598
3362	34276	11588
3363	34287	11578
3364	34297	11568
3365	34307	11558
3366	34317	11547
3367	34328	11537
3368	34338	11527
3369	34348	11517
3370	34358	11507
3371	34367	11496
3372	34378	11486
3373	34388	11476
3374	34398	11466
3375	34408	11455
3376	34418	11445
3377	34429	11435
3378	34440	11425
3379	34450	11415
3380	34460	11405
3381	34469	11394
3382	34479	11384
3383	34489	11374
3384	34499	11363
3385	34509	11353
3386	34518	11343
3387	34528	11332
3388	34539	11322
3389	34549	11312
3390	34559	11302
3391	34570	11292
3392	34580	11282
3393	34590	11271
3394	34600	11261
3395	34610	11251
3396	34620	11241
3397	34631	11231
3398	34642	11221
3399	34653	11211
3400	34663	11201
3401	34673	11191
3402	34683	11180
3403	34693	11170
3404	34703	11160
3405	34713	11149
3406	34723	11139
3407	34733	11129
3408	34744	11119
3409	34754	11109
3410	34763	11098
3411	34773	11088
3412	34783	11078
3413	34793	11068
3414	34804	11057
3415	34814	11047
3416	34824	11037
3417	34835	11027
3418	34845	11017
3419	34856	11007
3420	34866	10997
3421	34877	10987
3422	34886	10976
3423	34896	10966
3424	34906	10956
3425	34916	10945
3426	34927	10935
3427	34937	10925
3428	34946	10915
3429	34956	10904
3430	34966	10894
3431	34977	10884
3432	34987	10874
3433	34997	10864
3434	35007	10853
3435	35017	10843
3436	35027	10833
3437	35037	10823
3438	35047	10812
3439	35057	10802
3440	35067	10792
3441	35076	10781
3442	35086	10771
3443	35096	10761
3444	35106	10751
3445	35116	10740
3446	35126	10730
3447	35136	10720
3448	35146	10710
3449	35157	10699
3450	35167	10689
3451	35177	10679
3452	35188	10669
3453	35198	10659
3454	35208	10649
3455	35217	10638
3456	35228	10628
3457	35239	10618
3458	35249	10608
3459	35258	10598
3460	35268	10587
3461	35278	10577
3462	35288	10567
3463	35297	10556
3464	35306	10546
3465	35316	10535
3466	35326	10525
3467	35336	10515
3468	35345	10504
3469	35356	10494
3470	35367	10484
3471	35377	10474
3472	35386	10464
3473	35396	10454
3474	35422	10448
3475	35434	10438
3476	35444	10428
3477	35455	10418
3478	35465	10408
3479	35477	10398
3480	35487	10388
3481	35498	10378
3482	35508	10368
3483	35517	10357
3484	35527	10347
3485	35538	10337
3486	35548	10327
3487	35559	10317
3488	35569	10306
3489	35579	10296
3490	35589	10286
3491	35599	10276
3492	35609	10265
3493	35619	10255
3494	35629	10245
3495	35639	10235
3496	35650	10225
3497	35660	10214
3498	35670	10204
3499	35680	10194
3500	35690	10184
3501	35700	10173
3502	35710	10163
3503	35721	10153
3504	35730	10143
3505	35740	10133
3506	35750	10122
3507	35760	10112
3508	35770	10102
3509	35779	10091
3510	35790	10081
3511	35800	10071
3512	35811	10061
3513	35820	10051
3514	35830	10040
3515	35841	10030
3516	35851	10020
3517	35861	10010
3518	35871	9999
3519	35880	9989
3520	35891	9979
3521	35900	9968
3522	35909	9958
3523	35919	9948
3524	35928	9937
3525	35938	9927
3526	35948	9917
3527	35957	9906
3528	35968	9896
3529	35977	9886
3530	35986	9875
3531	35997	9865
3532	36007	9855
3533	36016	9844
3534	36025	9834
3535	36035	9824
3536	36044	9813
3537	36055	9803
3538	36064	9793
3539	36074	9782
3540	36083	9772
3541	36093	9762
3542	36103	9751
3543	36113	9741
3544	36123	9731
3545	36132	9721
3546	36142	9710
3547	36152	9700
3548	36162	9690
3549	36172	9680
3550	36183	9669
3551	36193	9659
3552	36204	9649
3553	36214	9639
3554	36224	9629
3555	36234	9619
3556	36244	9608
3557	36255	9598
3558	36265	9588
3559	36275	9578
3560	36285	9568
3561	36296	9558
3562	36305	9547
3563	36316	9537
3564	36326	9527
3565	36337	9517
3566	36347	9507
3567	36357	9496
3568	36367	9486
3569	36377	9476
3570	36387	9466
3571	36398	9456
3572	36407	9445
3573	36417	9435
3574	36427	9425
3575	36437	9415
3576	36447	9404
3577	36457	9394
3578	36468	9384
3579	36478	9374
3580	36488	9364
3581	36498	9353
3582	36509	9343
3583	36520	9333
3584	36531	9323
3585	36540	9313
3586	36551	9303
3587	36560	9293
3588	36571	9282
3589	36582	9272
3590	36591	9262
3591	36602	9252
3592	36613	9242
3593	36623	9232
3594	36632	9221
3595	36641	9211
3596	36651	9201
3597	36662	9191
3598	36672	9180
3599	36682	9170
3600	36693	9160
3601	36703	9150
3602	36713	9140
3603	36723	9129
3604	36732	9119
3605	36743	9109
3606	36753	9099
3607	36763	9089
3608	36773	9078
3609	36784	9068
3610	36794	9058
3611	36804	9048
3612	36814	9037
3613	36823	9027
3614	36832	9017
3615	36841	9006
3616	36851	8996
3617	36861	8986
3618	36871	8975
3619	36881	8965
3620	36891	8955
3621	36901	8945
3622	36910	8934
3623	36920	8924
3624	36929	8914
3625	36939	8903
3626	36949	8893
3627	36959	8883
3628	36969	8873
3629	36980	8863
3630	36990	8852
3631	37001	8842
3632	37011	8832
3633	37021	8822
3634	37031	8812
3635	37041	8801
3636	37051	8791
3637	37061	8781
3638	37072	8771
3639	37082	8761
3640	37093	8751
3641	37104	8741
3642	37114	8730
3643	37124	8720
3644	37134	8710
3645	37144	8700
3646	37154	8690
3647	37164	8679
3648	37174	8669
3649	37184	8659
3650	37194	8649
3651	37204	8638
3652	37214	8628
3653	37225	8618
3654	37235	8608
3655	37244	8598
3656	37254	8587
3657	37264	8577
3658	37274	8567
3659	37285	8557
3660	37294	8546
3661	37304	8536
3662	37315	8526
3663	37325	8516
3664	37335	8506
3665	37345	8495
3666	37356	8485
3667	37366	8475
3668	37376	8465
3669	37386	8455
3670	37397	8445
3671	37408	8435
3672	37418	8425
3673	37428	8414
3674	37438	8404
3675	37449	8394
3676	37460	8384
3677	37470	8374
3678	37480	8364
3679	37489	8353
3680	37499	8343
3681	37509	8333
3682	37519	8322
3683	37528	8312
3684	37537	8302
3685	37547	8291
3686	37557	8281
3687	37567	8271
3688	37577	8261
3689	37587	8250
3690	37597	8240
3691	37607	8230
3692	37617	8220
3693	37626	8209
3694	37637	8199
3695	37646	8189
3696	37656	8179
3697	37667	8168
3698	37676	8158
3699	37685	8148
3700	37696	8138
3701	37706	8127
3702	37715	8117
3703	37724	8107
3704	37734	8096
3705	37744	8086
3706	37754	8076
3707	37763	8066
3708	37773	8055
3709	37784	8045
3710	37794	8035
3711	37803	8025
3712	37814	8015
3713	37825	8005
3714	37834	7994
3715	37844	7984
3716	37854	7974
3717	37865	7964
3718	37875	7953
3719	37885	7943
3720	37895	7933
3721	37905	7923
3722	37915	7913
3723	37925	7902
3724	37935	7892
3725	37944	7882
3726	37955	7872
3727	37965	7861
3728	37975	7851
3729	37984	7841
3730	37994	7831
3731	38004	7820
3732	38014	7810
3733	38024	7800
3734	38034	7790
3735	38043	7779
3736	38053	7769
3737	38063	7759
3738	38073	7749
3739	38084	7739
3740	38093	7728
3741	38103	7718
3742	38113	7708
3743	38124	7698
3744	38134	7687
3745	38143	7677
3746	38153	7667
3747	38164	7657
3748	38174	7647
3749	38183	7636
3750	38193	7626
3751	38204	7616
3752	38214	7606
3753	38224	7596
3754	38235	7585
3755	38246	7575
3756	38256	7565
3757	38266	7555
3758	38275	7545
3759	38285	7534
3760	38295	7524
3761	38304	7514
3762	38314	7504
3763	38324	7493
3764	38334	7483
3765	38344	7473
3766	38364	7465
3767	38374	7454
3768	38384	7444
3769	38393	7434
3770	38403	7424
3771	38413	7413
3772	38423	7403
3773	38432	7393
3774	38443	7383
3775	38453	7372
3776	38463	7362
3777	38472	7352
3778	38482	7342
3779	38493	7332
3780	38502	7321
3781	38512	7311
3782	38521	7301
3783	38531	7290
3784	38542	7280
3785	38552	7270
3786	38562	7260
3787	38572	7250
3788	38582	7239
3789	38592	7229
3790	38602	7219
3791	38612	7209
3792	38622	7199
3793	38632	7188
3794	38641	7178
3795	38652	7168
3796	38662	7158
3797	38671	7147
3798	38680	7137
3799	38690	7127
3800	38700	7116
3801	38710	7106
3802	38719	7096
3803	38729	7086
3804	38738	7075
3805	38747	7065
3806	38757	7055
3807	38767	7044
3808	38777	7034
3809	38787	7024
3810	38797	7014
3811	38808	7004
3812	38819	6994
3813	38829	6984
3814	38840	6973
3815	38851	6963
3816	38862	6953
3817	38873	6943
3818	38883	6933
3819	38893	6923
3820	38902	6913
3821	38913	6902
3822	38923	6892
3823	38933	6882
3824	38943	6872
3825	38953	6862
3826	38964	6852
3827	38974	6841
3828	38985	6831
3829	38995	6821
3830	39005	6811
3831	39014	6801
3832	39023	6790
3833	39033	6780
3834	39043	6770
3835	39053	6760
3836	39063	6749
3837	39073	6739
3838	39083	6729
3839	39093	6719
3840	39104	6709
3841	39114	6698
3842	39124	6688
3843	39135	6678
3844	39146	6668
3845	39156	6658
3846	39167	6648
3847	39177	6638
3848	39186	6627
3849	39197	6617
3850	39208	6607
3851	39219	6597
3852	39230	6587
3853	39240	6577
3854	39250	6567
3855	39261	6557
3856	39271	6547
3857	39282	6536
3858	39292	6526
3859	39303	6516
3860	39313	6506
3861	39324	6496
3862	39334	6486
3863	39345	6476
3864	39354	6465
3865	39364	6455
3866	39375	6445
3867	39385	6435
3868	39395	6425
3869	39405	6414
3870	39416	6404
3871	39426	6394
3872	39436	6384
3873	39446	6374
3874	39456	6363
3875	39467	6353
3876	39476	6343
3877	39485	6333
3878	39495	6323
3879	39506	6312
3880	39517	6302
3881	39526	6292
3882	39536	6282
3883	39546	6272
3884	39556	6261
3885	39567	6251
3886	39576	6241
3887	39585	6231
3888	39595	6220
3889	39605	6210
3890	39615	6200
3891	39625	6190
3892	39634	6179
3893	39644	6169
3894	39654	6159
3895	39664	6149
3896	39674	6138
3897	39684	6128
3898	39694	6118
3899	39704	6108
3900	39714	6098
3901	39724	6088
3902	39734	6077
3903	39744	6067
3904	39755	6057
3905	39764	6047
3906	39774	6036
3907	39784	6026
3908	39794	6016
3909	39805	6006
3910	39815	5996
3911	39825	5986
3912	39835	5975
3913	39846	5965
3914	39856	5955
3915	39866	5945
3916	39876	5935
3917	39886	5924
3918	39896	5914
3919	39906	5904
3920	39915	5894
3921	39926	5884
3922	39936	5873
3923	39946	5863
3924	39956	5853
3925	39966	5843
3926	39976	5833
3927	39987	5822
3928	39996	5812
3929	40006	5802
3930	40016	5792
3931	40027	5782
3932	40037	5771
3933	40047	5761
3934	40057	5751
3935	40067	5741
3936	40078	5731
3937	40087	5721
3938	40097	5710
3939	40108	5700
3940	40118	5690
3941	40128	5680
3942	40138	5670
3943	40148	5659
3944	40158	5649
3945	40168	5639
3946	40178	5629
3947	40188	5619
3948	40198	5608
3949	40208	5598
3950	40218	5588
3951	40228	5578
3952	40239	5568
3953	40249	5558
3954	40259	5547
3955	40269	5537
3956	40280	5527
3957	40290	5517
3958	40299	5506
3959	40309	5496
3960	40318	5486
3961	40328	5476
3962	40339	5466
3963	40349	5455
3964	40359	5445
3965	40369	5435
3966	40379	5425
3967	40389	5415
3968	40399	5404
3969	40409	5394
3970	40419	5384
3971	40428	5374
3972	40438	5363
3973	40448	5353
3974	40459	5343
3975	40469	5333
3976	40479	5323
3977	40489	5313
3978	40499	5302
3979	40509	5292
3980	40519	5282
3981	40530	5272
3982	40540	5262
3983	40549	5251
3984	40558	5241
3985	40569	5231
3986	40579	5221
3987	40589	5211
3988	40599	5200
3989	40609	5190
3990	40618	5180
3991	40628	5170
3992	40638	5159
3993	40648	5149
3994	40659	5139
3995	40669	5129
3996	40680	5119
3997	40689	5109
3998	40699	5098
3999	40709	5088
4000	40720	5078
4001	40730	5068
4002	40740	5058
4003	40751	5048
4004	40761	5037
4005	40772	5027
4006	40782	5017
4007	40792	5007
4008	40802	4997
4009	40812	4987
4010	40822	4976
4011	40832	4966
4012	40841	4956
4013	40851	4946
4014	40861	4935
4015	40871	4925
4016	40880	4915
4017	40891	4905
4018	40901	4895
4019	40911	4884
4020	40921	4874
4021	40932	4864
4022	40942	4854
4023	40951	4844
4024	40961	4833
4025	40971	4823
4026	40980	4813
4027	40990	4803
4028	41000	4793
4029	41010	4782
4030	41021	4772
4031	41031	4762
4032	41041	4752
4033	41051	4742
4034	41061	4732
4035	41072	4721
4036	41081	4711
4037	41091	4701
4038	41100	4691
4039	41110	4680
4040	41120	4670
4041	41131	4660
4042	41140	4650
4043	41150	4640
4044	41160	4629
4045	41170	4619
4046	41180	4609
4047	41190	4599
4048	41200	4589
4049	41210	4578
4050	41221	4568
4051	41231	4558
4052	41240	4548
4053	41250	4538
4054	41261	4528
4055	41272	4517
4056	41283	4507
4057	41293	4497
4058	41303	4487
4059	41312	4477
4060	41323	4467
4061	41333	4456
4062	41343	4446
4063	41353	4436
4064	41363	4426
4065	41373	4416
4066	41383	4405
4067	41393	4395
4068	41403	4385
4069	41414	4375
4070	41425	4365
4071	41436	4355
4072	41446	4345
4073	41457	4335
4074	41467	4324
4075	41478	4314
4076	41488	4304
4077	41497	4294
4078	41507	4284
4079	41517	4273
4080	41527	4263
4081	41538	4253
4082	41548	4243
4083	41558	4233
4084	41569	4223
4085	41580	4212
4086	41589	4202
4087	41600	4192
4088	41610	4182
4089	41621	4172
4090	41631	4162
4091	41641	4151
4092	41650	4141
4093	41661	4131
4094	41670	4121
4095	41680	4111
4096	41690	4100
4097	41700	4090
4098	41709	4080
4099	41719	4070
4100	41729	4060
4101	41739	4049
4102	41749	4039
4103	41759	4029
4104	41770	4019
4105	41781	4009
4106	41790	3998
4107	41800	3988
4108	41811	3978
4109	41830	3969
4110	41840	3959
4111	41851	3948
4112	41861	3938
4113	41872	3928
4114	41883	3918
4115	41893	3908
4116	41903	3898
4117	41914	3888
4118	41924	3877
4119	41934	3867
4120	41944	3857
4121	41954	3847
4122	41964	3837
4123	41974	3826
4124	41984	3816
4125	41994	3806
4126	42005	3796
4127	42015	3786
4128	42026	3776
4129	42036	3765
4130	42046	3755
4131	42057	3745
4132	42067	3735
4133	42076	3725
4134	42087	3715
4135	42097	3704
4136	42107	3694
4137	42117	3684
4138	42128	3674
4139	42138	3664
4140	42148	3654
4141	42158	3643
4142	42169	3633
4143	42179	3623
4144	42188	3613
4145	42198	3603
4146	42209	3592
4147	42219	3582
4148	42230	3572
4149	42240	3562
4150	42249	3552
4151	42259	3541
4152	42269	3531
4153	42279	3521
4154	42289	3511
4155	42299	3501
4156	42309	3491
4157	42320	3480
4158	42330	3470
4159	42341	3460
4160	42351	3450
4161	42360	3440
4162	42371	3430
4163	42381	3419
4164	42391	3409
4165	42401	3399
4166	42411	3389
4167	42421	3379
4168	42431	3368
4169	42441	3358
4170	42451	3348
4171	42461	3338
4172	42471	3328
4173	42481	3317
4174	42491	3307
4175	42502	3297
4176	42513	3287
4177	42522	3277
4178	42533	3267
4179	42543	3256
4180	42553	3246
4181	42564	3236
4182	42574	3226
4183	42584	3216
4184	42594	3206
4185	42604	3195
4186	42614	3185
4187	42624	3175
4188	42633	3165
4189	42644	3155
4190	42653	3144
4191	42663	3134
4192	42672	3124
4193	42681	3114
4194	42691	3103
4195	42701	3093
4196	42711	3083
4197	42721	3073
4198	42731	3063
4199	42741	3052
4200	42751	3042
4201	42761	3032
4202	42771	3022
4203	42781	3012
4204	42791	3002
4205	42802	2991
4206	42812	2981
4207	42822	2971
4208	42831	2961
4209	42841	2951
4210	42851	2940
4211	42861	2930
4212	42870	2920
4213	42880	2910
4214	42891	2900
4215	42901	2889
4216	42911	2879
4217	42921	2869
4218	42932	2859
4219	42941	2849
4220	42951	2839
4221	42961	2828
4222	42971	2818
4223	42982	2808
4224	42993	2798
4225	43002	2788
4226	43012	2777
4227	43022	2767
4228	43032	2757
4229	43042	2747
4230	43052	2737
4231	43062	2727
4232	43072	2716
4233	43082	2706
4234	43092	2696
4235	43103	2686
4236	43113	2676
4237	43123	2665
4238	43133	2655
4239	43144	2645
4240	43154	2635
4241	43164	2625
4242	43173	2615
4243	43183	2604
4244	43193	2594
4245	43202	2584
4246	43212	2574
4247	43223	2564
4248	43233	2553
4249	43242	2543
4250	43252	2533
4251	43261	2523
4252	43271	2513
4253	43280	2502
4254	43290	2492
4255	43300	2482
4256	43311	2472
4257	43321	2462
4258	43332	2451
4259	43341	2441
4260	43352	2431
4261	43362	2421
4262	43372	2411
4263	43382	2401
4264	43392	2390
4265	43402	2380
4266	43413	2370
4267	43424	2360
4268	43434	2350
4269	43444	2340
4270	43454	2329
4271	43464	2319
4272	43474	2309
4273	43483	2299
4274	43494	2289
4275	43505	2279
4276	43516	2268
4277	43526	2258
4278	43536	2248
4279	43545	2238
4280	43556	2228
4281	43565	2217
4282	43575	2207
4283	43585	2197
4284	43596	2187
4285	43607	2177
4286	43616	2167
4287	43626	2156
4288	43636	2146
4289	43646	2136
4290	43655	2126
4291	43665	2116
4292	43676	2105
4293	43686	2095
4294	43697	2085
4295	43707	2075
4296	43717	2065
4297	43727	2055
4298	43737	2044
4299	43747	2034
4300	43757	2024
4301	43767	2014
4302	43778	2004
4303	43788	1994
4304	43798	1983
4305	43809	1973
4306	43820	1963
4307	43830	1953
4308	43840	1943
4309	43850	1933
4310	43861	1922
4311	43871	1912
4312	43881	1902
4313	43891	1892
4314	43901	1882
4315	43910	1872
4316	43921	1861
4317	43932	1851
4318	43942	1841
4319	43952	1831
4320	43962	1821
4321	43972	1811
4322	43983	1800
4323	43992	1790
4324	44003	1780
4325	44013	1770
4326	44023	1760
4327	44032	1749
4328	44042	1739
4329	44052	1729
4330	44061	1719
4331	44071	1709
4332	44081	1698
4333	44092	1688
4334	44102	1678
4335	44113	1668
4336	44123	1658
4337	44135	1648
4338	44145	1638
4339	44157	1627
4340	44168	1617
4341	44180	1607
4342	44191	1597
4343	44201	1587
4344	44212	1577
4345	44222	1567
4346	44233	1556
4347	44243	1546
4348	44253	1536
4349	44263	1526
4350	44273	1516
4351	44283	1505
4352	44294	1495
4353	44303	1485
4354	44313	1475
4355	44322	1465
4356	44332	1455
4357	44342	1444
4358	44352	1434
4359	44362	1424
4360	44372	1414
4361	44382	1404
4362	44392	1393
4363	44402	1383
4364	44412	1373
4365	44422	1363
4366	44433	1353
4367	44443	1343
4368	44453	1332
4369	44463	1322
4370	44473	1312
4371	44484	1302
4372	44494	1292
4373	44504	1282
4374	44516	1271
4375	44527	1261
4376	44537	1251
4377	44547	1241
4378	44558	1231
4379	44568	1221
4380	44579	1210
4381	44589	1200
4382	44599	1190
4383	44610	1180
4384	44619	1170
4385	44629	1160
4386	44640	1149
4387	44649	1139
4388	44659	1129
4389	44669	1119
4390	44679	1109
4391	44689	1098
4392	44699	1088
4393	44709	1078
4394	44719	1068
4395	44729	1058
4396	44739	1048
4397	44749	1037
4398	44760	1027
4399	44769	1017
4400	44779	1007
4401	44788	997
4402	44799	986
4403	44809	976
4404	44819	966
4405	44829	956
4406	44840	946
4407	44850	936
4408	44860	925
4409	44870	915
4410	44880	905
4411	44890	895
4412	44901	885
4413	44911	875
4414	44921	864
4415	44932	854
4416	44941	844
4417	44952	834
4418	44961	824
4419	44971	813
4420	44982	803
4421	44992	793
4422	45002	783
4423	45012	773
4424	45022	763
4425	45032	752
4426	45042	742
4427	45052	732
4428	45062	722
4429	45072	712
4430	45083	702
4431	45093	691
4432	45103	681
4433	45112	671
4434	45123	661
4435	45133	651
4436	45143	640
4437	45153	630
4438	45164	620
4439	45173	610
4440	45183	600
4441	45193	590
4442	45204	579
4443	45215	569
4444	45225	559
4445	45234	549
4446	45248	539
4447	45263	529
4448	45273	518
4449	45284	508
4450	45294	498
4451	45304	488
4452	45314	478
4453	45324	468
4454	45335	457
4455	45344	447
4456	45354	437
4457	45365	427
4458	45374	417
4459	45384	407
4460	45394	396
4461	45404	386
4462	45414	376
4463	45424	366
4464	45433	356
4465	45443	345
4466	45453	335
4467	45463	325
4468	45473	315
4469	45484	305
4470	45494	295
4471	45505	284
4472	45515	274
4473	45525	264
4474	45535	254
4475	45546	244
4476	45556	234
4477	45567	223
4478	45577	213
4479	45587	203
4480	45597	193
4481	45608	183
4482	45618	172
4483	45628	162
4484	45638	152
4485	45648	142
4486	45658	132
4487	45668	122
4488	45678	111
4489	45688	101
4490	45698	91
4491	45708	81
4492	45718	71
4493	45727	61
4494	45737	50
4495	45747	40
4496	45756	30
4497	45766	20
4498	45776	10
4499	45785	0
