iter	MAE
1017	574.2550982
1018	574.1766532
1019	573.9203329
1020	573.8410055
1021	573.7717028
1022	573.615442
1023	573.4987459
1024	573.0727122
1025	572.9200102
1026	572.8546416
1027	572.8220032
1028	572.6889547
1029	572.6384498
1030	572.5645674
1031	572.5276699
1032	572.2652085
1033	572.2434093
1034	572.0620952
1035	571.9690303
1036	571.8539725
1037	571.8302577
1038	571.7869609
1039	571.6949134
1040	571.3684409
1041	571.2988671
1042	571.0984424
1043	570.9346171
1044	570.8131563
1045	570.5619131
1046	570.2950249
1047	570.1367138
1048	570.0546893
1049	569.9022893
1050	569.7864406
1051	569.7447376
1052	569.7069471
1053	569.6482627
1054	569.5697283
1055	569.4742381
1056	569.3812613
1057	569.1285998
1058	569.0552525
1059	568.9787325
1060	568.923791
1061	568.8699854
1062	568.6266198
1063	568.5685436
1064	568.5213503
1065	568.440439
1066	568.3852533
1067	568.145957
1068	568.003327
1069	567.9436408
1070	567.8534714
1071	567.7582392
1072	567.5960409
1073	567.2555077
1074	567.1140037
1075	566.937253
1076	566.8537934
1077	566.7051226
1078	566.5770712
1079	566.5378987
1080	566.5148149
1081	566.4237344
1082	566.3389886
1083	566.2685989
1084	566.1073204
1085	565.9697949
1086	565.8503534
1087	565.8050622
1088	565.4377084
1089	565.35133
1090	565.321645
1091	565.2715363
1092	565.2278915
1093	565.1218714
1094	564.9889467
1095	564.9022519
1096	564.7999467
1097	564.6523441
1098	564.5439463
1099	564.4292947
1100	564.2617757
1101	564.0647764
1102	563.8907062
1103	563.8217562
1104	563.742165
1105	563.6690507
1106	563.3579064
1107	563.114735
1108	562.9884358
1109	562.8746561
1110	562.8513404
1111	562.7770775
1112	562.6936771
1113	562.634812
1114	562.3924225
1115	562.3602145
1116	562.1410016
1117	561.9542125
1118	561.7777202
1119	561.7021227
1120	561.6696932
1121	561.5784455
1122	561.4261364
1123	561.2242949
1124	561.0245154
1125	560.9063606
1126	560.8701021
1127	560.8494936
1128	560.6645451
1129	560.4517278
1130	560.3067249
1131	560.2243876
1132	560.1490726
1133	560.0783948
1134	559.8218536
1135	559.7723365
1136	559.5712761
1137	559.4253784
1138	559.26617
1139	559.0463686
1140	558.8311612
1141	558.6380685
1142	558.5981784
1143	558.5464375
1144	558.4342318
1145	558.2413385
1146	558.2157184
1147	557.9825018
1148	557.9443619
1149	557.643053
1150	557.3958605
1151	557.3629539
1152	557.1133092
1153	557.0416206
1154	556.9863565
1155	556.9151744
1156	556.8898029
1157	556.7148
1158	556.5397034
1159	556.5018178
1160	556.4606837
1161	556.4118614
1162	556.306515
1163	556.1983057
1164	556.103956
1165	555.8285223
1166	555.6613718
1167	555.6260125
1168	555.5568853
1169	555.4835619
1170	555.423154
1171	555.3895834
1172	555.3602765
1173	555.276997
1174	555.1778112
1175	555.1612187
1176	555.0088391
1177	554.9176266
1178	554.8420043
1179	554.7460016
1180	554.683702
1181	554.584096
1182	554.4582682
1183	554.4071214
1184	554.3870571
1185	554.3480717
1186	554.2920424
1187	554.1553956
1188	553.960513
1189	553.8760775
1190	553.5690362
1191	553.5220866
1192	553.3933137
1193	553.2868307
1194	553.2301246
1195	553.1615487
1196	553.0823557
1197	553.0050886
1198	552.8464235
1199	552.6965682
1200	552.6303445
1201	552.4060403
1202	552.3619365
1203	552.1542249
1204	552.1367924
1205	552.121045
1206	552.0586908
1207	551.9706485
1208	551.8566702
1209	551.795396
1210	551.6747571
1211	551.6323806
1212	551.4129145
1213	551.353844
1214	551.2900836
1215	551.1621119
1216	551.0950957
1217	550.9591339
1218	550.7679954
1219	550.7012257
1220	550.4525108
1221	550.4207269
1222	550.3689254
1223	550.1777497
1224	550.0982615
1225	550.040977
1226	549.945123
1227	549.9055738
1228	549.8683179
1229	549.7343396
1230	549.6685942
1231	549.622592
1232	549.5379845
1233	549.4999347
1234	549.37755
1235	549.3487463
1236	549.3192174
1237	549.1733319
1238	549.0848555
1239	548.8096381
1240	548.5524606
1241	548.4900299
1242	548.4563715
1243	548.410394
1244	548.2964031
1245	548.1675086
1246	548.0233404
1247	547.9014199
1248	547.7965141
1249	547.6238335
1250	547.4573702
1251	547.3070465
1252	547.2160088
1253	547.1075312
1254	547.0657952
1255	546.8787783
1256	546.7202145
1257	546.7058172
1258	546.6495401
1259	546.6301964
1260	546.6051681
1261	546.4827193
1262	546.3636383
1263	546.3512388
1264	546.2715366
1265	546.2501757
1266	546.0488893
1267	545.9847141
1268	545.9615486
1269	545.8902476
1270	545.8497509
1271	545.7909788
1272	545.6437977
1273	545.634046
1274	545.5325391
1275	545.4990736
1276	545.4198094
1277	545.3933725
1278	545.2558621
1279	545.1729861
1280	545.132415
1281	545.0058859
1282	544.9065151
1283	544.8801693
1284	544.6133061
1285	544.4523469
1286	544.2830731
1287	544.2273093
1288	544.1994976
1289	544.0323021
1290	543.8358629
1291	543.8068608
1292	543.7749572
1293	543.7263493
1294	543.6603833
1295	543.5551981
1296	543.5137339
1297	543.3293576
1298	543.2586206
1299	543.0753282
1300	543.0447646
1301	542.9351322
1302	542.8174083
1303	542.7469098
1304	542.7120475
1305	542.6138851
1306	542.5600446
1307	542.5283131
1308	542.4756701
1309	542.3593439
1310	542.0835416
1311	542.0354152
1312	541.9625952
1313	541.855531
1314	541.6085221
1315	541.3540288
1316	541.278741
1317	541.1188047
1318	541.0982592
1319	541.0503296
1320	540.7993128
1321	540.6682097
1322	540.5960274
1323	540.5558265
1324	540.5206949
1325	540.4803179
1326	540.4068036
1327	540.3888936
1328	540.3485113
1329	540.2753788
1330	540.1920041
1331	540.0484965
1332	540.0149062
1333	539.8227281
1334	539.7546368
1335	539.7281859
1336	539.6896771
1337	539.6526098
1338	539.5789554
1339	539.5609684
1340	539.4860432
1341	539.2380807
1342	539.1971044
1343	539.140408
1344	539.0972058
1345	538.961751
1346	538.8370531
1347	538.7016506
1348	538.6502098
1349	538.5696228
1350	538.3621014
1351	538.344257
1352	538.2956106
1353	538.2807039
1354	538.2414374
1355	538.0597359
1356	537.9914142
1357	537.8101367
1358	537.7896023
1359	537.7703103
1360	537.7394662
1361	537.6992327
1362	537.5723056
1363	537.4542917
1364	537.4362002
1365	537.199471
1366	537.1804327
1367	537.1406468
1368	536.9980258
1369	536.9203559
1370	536.9021698
1371	536.7798243
1372	536.7289611
1373	536.7137063
1374	536.6661586
1375	536.468561
1376	536.3607989
1377	536.2874222
1378	536.1770223
1379	536.0750464
1380	535.9896368
1381	535.834916
1382	535.7995501
1383	535.7712324
1384	535.7177565
1385	535.6499015
1386	535.5991005
1387	535.391493
1388	535.184674
1389	535.1366529
1390	535.103095
1391	535.0621004
1392	534.926724
1393	534.8865902
1394	534.6747055
1395	534.5818179
1396	534.525999
1397	534.4973695
1398	534.3253265
1399	534.2867141
1400	534.1983404
1401	534.0968458
1402	533.9426833
1403	533.8318389
1404	533.7500845
1405	533.7188034
1406	533.6570655
1407	533.4592563
1408	533.4340582
1409	533.3992675
1410	533.3499926
1411	533.2006655
1412	533.1329274
1413	533.092993
1414	533.0770817
1415	533.0477318
1416	532.8866808
1417	532.8688681
1418	532.7324147
1419	532.7040058
1420	532.6015139
1421	532.4781494
1422	532.4192496
1423	532.3980014
1424	532.3073735
1425	532.2629804
1426	532.2074105
1427	532.1656524
1428	532.0830268
1429	532.0020095
1430	531.9683672
1431	531.935426
1432	531.8940379
1433	531.8589064
1434	531.8099414
1435	531.7199815
1436	531.6770741
1437	531.5892628
1438	531.5071868
1439	531.4217834
1440	531.3282545
1441	531.307565
1442	531.2360995
1443	531.1798
1444	531.1342077
1445	531.0933877
1446	531.0203723
1447	530.8867976
1448	530.8247607
1449	530.7243271
1450	530.6287344
1451	530.5647641
1452	530.4781976
1453	530.4496876
1454	530.3941473
1455	530.3620923
1456	530.2745636
1457	530.0507047
1458	529.9274515
1459	529.8958211
1460	529.7746885
1461	529.7504424
1462	529.6714778
1463	529.6405598
1464	529.5713953
1465	529.4959441
1466	529.4523328
1467	529.3794055
1468	529.3124134
1469	529.24051
1470	529.0923242
1471	529.053203
1472	529.0087486
1473	528.9682298
1474	528.9450481
1475	528.9312977
1476	528.7811015
1477	528.7194873
1478	528.6895737
1479	528.6582273
1480	528.6102306
1481	528.5344838
1482	528.3428787
1483	528.3048608
1484	528.2008714
1485	528.1751145
1486	528.1334829
1487	528.0884258
1488	527.9640885
1489	527.8697191
1490	527.7747646
1491	527.7153511
1492	527.6845701
1493	527.6426605
1494	527.6182784
1495	527.5577473
1496	527.5187006
1497	527.3985245
1498	527.3642869
1499	527.2635363
1500	527.2162294
1501	527.1802026
1502	527.169561
1503	527.1253686
1504	527.0280416
1505	526.9288877
1506	526.8845738
1507	526.7614807
1508	526.6468544
1509	526.569782
1510	526.5340405
1511	526.4334105
1512	526.4200934
1513	526.3596414
1514	526.3082942
1515	526.2969334
1516	526.2052446
1517	526.1820861
1518	526.0768285
1519	526.0200164
1520	525.9228916
1521	525.8411793
1522	525.7580506
1523	525.6473041
1524	525.5998808
1525	525.5038413
1526	525.4553417
1527	525.3808888
1528	525.3126565
1529	525.2421274
1530	525.2079791
1531	525.1363511
1532	525.0545819
1533	525.0120345
1534	524.95046
1535	524.8193147
1536	524.7496584
1537	524.6120048
1538	524.5790067
1539	524.4745374
1540	524.4157757
1541	524.3242091
1542	524.2517362
1543	524.2059489
1544	524.1305585
1545	524.0545811
1546	523.8163456
1547	523.601115
1548	523.5772779
1549	523.456961
1550	523.4326164
1551	523.370084
1552	523.3360048
1553	523.1224314
1554	523.0688476
1555	523.0118353
1556	522.9945122
1557	522.9481855
1558	522.9242617
1559	522.8464635
1560	522.8381778
1561	522.7976729
1562	522.7823301
1563	522.7561144
1564	522.7289411
1565	522.6172484
1566	522.4103209
1567	522.3159672
1568	522.1899717
1569	522.1135645
1570	522.0255039
1571	521.9918173
1572	521.965618
1573	521.8958424
1574	521.8791253
1575	521.8220271
1576	521.8042074
1577	521.7511448
1578	521.668644
1579	521.6367935
1580	521.5354557
1581	521.5060958
1582	521.4850528
1583	521.4327507
1584	521.3451935
1585	521.2613685
1586	521.2416223
1587	521.1636971
1588	521.1450779
1589	521.1222805
1590	521.0906418
1591	521.033189
1592	520.8825287
1593	520.7392262
1594	520.6961664
1595	520.6630237
1596	520.5340436
1597	520.4782515
1598	520.4559168
1599	520.4130627
1600	520.2748362
1601	520.1970951
1602	520.1760333
1603	520.1514868
1604	520.1434976
1605	520.1252459
1606	520.0791815
1607	520.0177456
1608	519.9063745
1609	519.8674302
1610	519.8316996
1611	519.6472137
1612	519.4775241
1613	519.3699327
1614	519.2458924
1615	519.2007063
1616	519.1482359
1617	519.1003204
1618	519.0744874
1619	518.9909611
1620	518.9236262
1621	518.8289257
1622	518.7844427
1623	518.7520795
1624	518.7139241
1625	518.6045509
1626	518.5640352
1627	518.5141902
1628	518.4437354
1629	518.4187609
1630	518.3979538
1631	518.384776
1632	518.3595294
1633	518.3064721
1634	518.2670801
1635	518.2452577
1636	518.2190664
1637	518.1953253
1638	518.1734304
1639	517.9691406
1640	517.9526727
1641	517.9281846
1642	517.8335753
1643	517.8151395
1644	517.6113265
1645	517.5834469
1646	517.5014301
1647	517.4340919
1648	517.3605095
1649	517.3450287
1650	517.3175836
1651	517.2740727
1652	517.2413451
1653	517.2104254
1654	517.1709068
1655	517.1463263
1656	517.068988
1657	517.0391806
1658	516.9179319
1659	516.8875455
1660	516.853784
1661	516.8225362
1662	516.7380192
1663	516.6637864
1664	516.6455342
1665	516.6078485
1666	516.4602272
1667	516.4061465
1668	516.3805143
1669	516.3678725
1670	516.3441976
1671	516.2909923
1672	516.2466808
1673	516.1954144
1674	516.0927986
1675	515.9596104
1676	515.8727946
1677	515.8249817
1678	515.7072347
1679	515.6932609
1680	515.5685953
